341515,3415,9604
660453,6604,15876
1086518,10865,16129
1349889,13498,16129
1482136,14821,16129
1562881,15628,16129
1590654,15906,16129
1599705,15997,16129
1604272,16042,16129
1604778,16047,16129
1608839,16088,16129
1609092,16090,16129
1612900,16129,16129
1612900,16129,16129
1612900,16129,16129
1612900,16129,16129
1612900,16129,16129
1612900,16129,16129
1612900,16129,16129
1612900,16129,16129
